state,county,wow_decrease
Colorado,Teller,0
Colorado,Washington,0
Colorado,Weld,0
Colorado,Yuma,0
Connecticut,Fairfield,1
Connecticut,Hartford,0
Connecticut,Litchfield,1
Connecticut,Middlesex,1
Connecticut,New Haven,1
Connecticut,New London,0
Connecticut,Tolland,0
Connecticut,Windham,1
Delaware,Kent,0
Delaware,New Castle,0
Delaware,Sussex,0
Florida,Alachua,0
Florida,Baker,0
Florida,Bay,0
Florida,Bradford,1
Florida,Brevard,0
Florida,Broward,0
Florida,Calhoun,0
Florida,Charlotte,0
Florida,Citrus,0
Florida,Clay,0
Florida,Collier,0
Florida,Columbia,0
Florida,DeSoto,0
Florida,Dixie,0
Florida,Duval,0
Florida,Escambia,0
Florida,Flagler,0
Florida,Franklin,0
Florida,Gadsden,1
Florida,Gilchrist,0
Florida,Glades,0
Florida,Gulf,0
Florida,Hamilton,0
Florida,Hardee,0
Florida,Hendry,0
Florida,Hernando,0
Florida,Highlands,0
Florida,Hillsborough,0
Florida,Holmes,0
Florida,Indian River,0
Florida,Jackson,0
Florida,Jefferson,1
Florida,Lafayette,0
Florida,Lake,0
Florida,Lee,0
Florida,Leon,1
Florida,Levy,0
Florida,Liberty,0
Florida,Madison,0
Florida,Manatee,0
Florida,Marion,0
Florida,Martin,0
Florida,Miami-Dade,0
Florida,Monroe,0
Florida,Nassau,0
Florida,Okaloosa,0
Florida,Okeechobee,0
Florida,Orange,0
Florida,Osceola,0
Florida,Palm Beach,0
Florida,Pasco,0
Florida,Pinellas,0
Florida,Polk,0
Florida,Putnam,0
Florida,Santa Rosa,0
Florida,Sarasota,0
Florida,Seminole,0
Florida,St. Johns,0
Florida,St. Lucie,0
Florida,Sumter,0
Florida,Suwannee,1
Florida,Taylor,0
Florida,Union,0
Florida,Volusia,0
Florida,Wakulla,0
Florida,Walton,0
Florida,Washington,0
Georgia,Appling,0
Georgia,Atkinson,0
Georgia,Bacon,0
Georgia,Baker,0
Georgia,Baldwin,1
Georgia,Banks,0
Georgia,Barrow,0
Georgia,Bartow,0
Georgia,Ben Hill,0
Georgia,Berrien,0
Georgia,Bibb,0
Georgia,Bleckley,0
Georgia,Brantley,1
Georgia,Brooks,0
Georgia,Bryan,0
Georgia,Bulloch,0
Georgia,Burke,0
Georgia,Butts,0
Georgia,Calhoun,0
Georgia,Camden,0
Georgia,Candler,0
Georgia,Carroll,0
Georgia,Catoosa,0
Georgia,Charlton,0
Georgia,Chatham,0
Georgia,Chattahoochee,0
Georgia,Chattooga,1
Georgia,Cherokee,0
Georgia,Clarke,0
Georgia,Clay,0
Georgia,Clayton,0
Georgia,Clinch,1
Georgia,Cobb,0
Georgia,Coffee,0
Georgia,Colquitt,0
Georgia,Columbia,0
Georgia,Cook,1
Georgia,Coweta,0
Georgia,Crawford,1
Georgia,Crisp,0
Georgia,Dade,0
Georgia,Dawson,0
Georgia,Decatur,0
Georgia,DeKalb,0
Georgia,Dodge,0
Georgia,Dooly,0
Georgia,Dougherty,0
Georgia,Douglas,0
Georgia,Early,0
Georgia,Echols,0
Georgia,Effingham,0
Georgia,Elbert,1
Georgia,Emanuel,1
Georgia,Evans,0
Georgia,Fannin,0
Georgia,Fayette,0
Georgia,Floyd,0
Georgia,Forsyth,0
Georgia,Franklin,0
Georgia,Fulton,0
Georgia,Gilmer,0
Georgia,Glynn,0
Georgia,Gordon,0
Georgia,Grady,1
Georgia,Greene,0
Georgia,Gwinnett,0
Georgia,Habersham,1
Georgia,Hall,0
Georgia,Hancock,1
Georgia,Haralson,0
Georgia,Harris,0
Georgia,Hart,0
Georgia,Heard,0
Georgia,Henry,0
Georgia,Houston,0
Georgia,Irwin,0
Georgia,Jackson,0
Georgia,Jasper,0
Georgia,Jeff Davis,0
Georgia,Jefferson,0
Georgia,Jenkins,1
Georgia,Johnson,1
Georgia,Jones,0
Georgia,Lamar,0
Georgia,Lanier,0
Georgia,Laurens,0
Georgia,Lee,0
Georgia,Liberty,0
Georgia,Lincoln,0
Georgia,Long,0
Georgia,Lowndes,0
Georgia,Lumpkin,0
Georgia,Macon,1
Georgia,Madison,0
Georgia,Marion,1
Georgia,McDuffie,1
Georgia,McIntosh,0
Georgia,Meriwether,0
Georgia,Miller,0
Georgia,Mitchell,0
Georgia,Monroe,0
Georgia,Montgomery,0
Georgia,Morgan,1
Georgia,Murray,0
Georgia,Muscogee,1
Georgia,Newton,0
Georgia,Oconee,0
Georgia,Oglethorpe,1
Georgia,Paulding,0
Georgia,Peach,0
Georgia,Pickens,0
Georgia,Pierce,0
Georgia,Pike,0
Georgia,Polk,0
Georgia,Pulaski,0
Georgia,Putnam,0
Georgia,Quitman,0
Georgia,Rabun,0
Georgia,Randolph,1
Georgia,Richmond,0
Georgia,Rockdale,0
Georgia,Schley,0
Georgia,Screven,0
Georgia,Seminole,0
Georgia,Spalding,0
Georgia,Stephens,0
Georgia,Stewart,1
Georgia,Sumter,0
Georgia,Talbot,0
Georgia,Tattnall,0
Georgia,Taylor,1
Georgia,Telfair,1
Georgia,Terrell,0
Georgia,Thomas,0
Georgia,Tift,0
Georgia,Toombs,0
Georgia,Towns,1
Georgia,Treutlen,0
Georgia,Troup,0
Georgia,Turner,1
Georgia,Twiggs,0
Georgia,Union,1
Georgia,Upson,1
Georgia,Walker,0
Georgia,Walton,0
Georgia,Ware,0
Georgia,Warren,0
Georgia,Washington,0
Georgia,Wayne,0
Georgia,Webster,0
Georgia,Wheeler,0
Georgia,White,0
Georgia,Whitfield,0
Georgia,Wilcox,1
Georgia,Wilkes,0
Georgia,Wilkinson,1
Georgia,Worth,0
Hawaii,Hawaii,0
Hawaii,Honolulu,1
Hawaii,Kauai,0
Hawaii,Maui,0
Idaho,Ada,1
Idaho,Adams,0
Idaho,Bannock,0
Idaho,Bingham,0
Idaho,Blaine,1
Idaho,Bonner,0
Idaho,Bonneville,1
Idaho,Boundary,0
Idaho,Camas,0
Idaho,Canyon,1
Idaho,Caribou,0
Idaho,Cassia,0
Idaho,Custer,0
Idaho,Elmore,1
Idaho,Fremont,0
Idaho,Gem,1
Idaho,Gooding,0
Idaho,Idaho,0
Idaho,Jefferson,0
Idaho,Jerome,1
Idaho,Kootenai,1
Idaho,Latah,0
Idaho,Lewis,0
Idaho,Lincoln,1
Idaho,Madison,0
Idaho,Minidoka,0
Idaho,Nez Perce,1
Idaho,Owyhee,0
Idaho,Payette,1
Idaho,Power,0
Idaho,Teton,0
Idaho,Twin Falls,1
Idaho,Valley,0
Idaho,Washington,0
Illinois,Adams,0
Illinois,Bond,0
Illinois,Boone,0
Illinois,Bureau,0
Illinois,Calhoun,0
Illinois,Carroll,0
Illinois,Champaign,1
Illinois,Christian,1
Illinois,Clark,0
Illinois,Clinton,0
Illinois,Coles,0
Illinois,Cook,1
Illinois,Crawford,0
Illinois,Cumberland,0
Illinois,De Witt,0
Illinois,DeKalb,1
Illinois,Douglas,1
Illinois,DuPage,0
Illinois,Effingham,0
Illinois,Fayette,0
Illinois,Ford,0
Illinois,Franklin,0
Illinois,Fulton,0
Illinois,Gallatin,0
Illinois,Greene,0
Illinois,Grundy,1
Illinois,Hancock,0
Illinois,Henry,1
Illinois,Iroquois,1
Illinois,Jackson,0
Illinois,Jasper,0
Illinois,Jefferson,0
Illinois,Jersey,0
Illinois,Jo Daviess,0
Illinois,Kane,1
Illinois,Kankakee,1
Illinois,Kendall,1
Illinois,Knox,0
Illinois,Lake,1
Illinois,LaSalle,0
Illinois,Lawrence,0
Illinois,Lee,0
Illinois,Livingston,0
Illinois,Logan,0
Illinois,Macon,0
Illinois,Macoupin,0
Illinois,Madison,1
Illinois,Marion,0
Illinois,Marshall,0
Illinois,Mason,0
Illinois,Massac,0
Illinois,McHenry,0
Illinois,McLean,0
Illinois,Menard,0
Illinois,Mercer,0
Illinois,Monroe,0
Illinois,Montgomery,0
Illinois,Morgan,1
Illinois,Moultrie,0
Illinois,Ogle,0
Illinois,Peoria,1
Illinois,Piatt,0
Illinois,Pike,0
Illinois,Pulaski,0
Illinois,Randolph,0
Illinois,Richland,0
Illinois,Rock Island,1
Illinois,Saline,0
Illinois,Sangamon,1
Illinois,Schuyler,0
Illinois,Shelby,0
Illinois,St. Clair,1
Illinois,Stark,0
Illinois,Stephenson,0
Illinois,Tazewell,1
Illinois,Vermilion,0
Illinois,Wabash,0
Illinois,Washington,0
Illinois,Whiteside,0
Illinois,Will,1
Illinois,Williamson,0
Illinois,Winnebago,0
Illinois,Woodford,0
Indiana,Adams,0
Indiana,Allen,0
Indiana,Bartholomew,1
Indiana,Benton,0
Indiana,Blackford,0
Indiana,Boone,1
Indiana,Brown,0
Indiana,Carroll,0
Indiana,Cass,0
Indiana,Clark,1
Indiana,Clay,1
Indiana,Clinton,1
Indiana,Crawford,1
Indiana,Daviess,0
Indiana,Dearborn,1
Indiana,Decatur,1
Indiana,DeKalb,0
Indiana,Delaware,1
Indiana,Dubois,0
Indiana,Elkhart,1
Indiana,Fayette,1
Indiana,Floyd,0
Indiana,Fountain,0
Indiana,Franklin,1
Indiana,Fulton,0
Indiana,Gibson,0
Indiana,Grant,1
Indiana,Greene,1
Indiana,Hamilton,1
Indiana,Hancock,0
Indiana,Harrison,1
Indiana,Hendricks,1
Indiana,Henry,1
Indiana,Howard,1
Indiana,Huntington,0
Indiana,Jackson,1
Indiana,Jasper,1
Indiana,Jay,0
Indiana,Jefferson,0
Indiana,Jennings,1
Indiana,Johnson,1
Indiana,Knox,1
Indiana,Kosciusko,1
Indiana,LaGrange,0
Indiana,Lake,1
Indiana,LaPorte,1
Indiana,Lawrence,1
Indiana,Madison,1
Indiana,Marion,1
Indiana,Marshall,0
Indiana,Martin,0
Indiana,Miami,1
Indiana,Monroe,1
Indiana,Montgomery,1
Indiana,Morgan,1
Indiana,Newton,0
Indiana,Noble,1
Indiana,Ohio,0
Indiana,Orange,1
Indiana,Owen,1
Indiana,Parke,0
Indiana,Perry,0
Indiana,Pike,0
Indiana,Porter,1
Indiana,Posey,0
Indiana,Pulaski,0
Indiana,Putnam,1
Indiana,Randolph,1
Indiana,Ripley,1
Indiana,Rush,1
Indiana,Scott,1
Indiana,Shelby,1
Indiana,Spencer,0
Indiana,St. Joseph,1
Indiana,Starke,0
Indiana,Steuben,1
Indiana,Sullivan,0
Indiana,Switzerland,1
Indiana,Tippecanoe,1
Indiana,Tipton,0
Indiana,Union,0
Indiana,Vanderburgh,1
Indiana,Vermillion,0
Indiana,Vigo,0
Indiana,Wabash,0
Indiana,Warren,0
Indiana,Warrick,0
Indiana,Washington,1
Indiana,Wayne,1
Indiana,Wells,0
Indiana,White,0
Indiana,Whitley,1
Kansas,Anderson,0
Kansas,Atchison,0
Kansas,Barber,0
Kansas,Barton,0
Kansas,Bourbon,0
Kansas,Butler,0
Kansas,Chase,0
Kansas,Chautauqua,0
Kansas,Cherokee,0
Kansas,Clay,0
Kansas,Cloud,0
Kansas,Coffey,0
Kansas,Cowley,0
Kansas,Crawford,0
Kansas,Dickinson,0
Kansas,Doniphan,0
Kansas,Douglas,0
Kansas,Ellis,0
Kansas,Finney,1
Kansas,Ford,0
Kansas,Franklin,0
Kansas,Geary,1
Kansas,Gove,0
Kansas,Greenwood,0
Kansas,Hamilton,0
Kansas,Harvey,0
Kansas,Jackson,0
Kansas,Jefferson,0
Kansas,Jewell,0
Kansas,Johnson,0
Kansas,Kearny,0
Kansas,Labette,1
Kansas,Leavenworth,0
Kansas,Linn,0
Kansas,Lyon,0
Kansas,Marion,0
Kansas,McPherson,0
Kansas,Miami,0
Kansas,Mitchell,0
Kansas,Montgomery,1
Kansas,Morris,0
Kansas,Morton,0
Kansas,Neosho,0
Kansas,Osage,0
Kansas,Osborne,0
Kansas,Ottawa,0
Kansas,Phillips,0
Kansas,Pottawatomie,0
Kansas,Pratt,0
Kansas,Reno,0
Kansas,Republic,0
Kansas,Riley,1
Kansas,Rooks,0
Kansas,Saline,1
Kansas,Scott,0
Kansas,Sedgwick,0
Kansas,Seward,0
Kansas,Shawnee,1
Kansas,Sheridan,0
Kansas,Sherman,0
Kansas,Smith,0
Kansas,Stafford,0
Kansas,Stanton,0
Kansas,Stevens,0
Kansas,Sumner,0
Kansas,Wabaunsee,0
Kansas,Wilson,0
Kansas,Woodson,0
Kansas,Wyandotte,0
Kentucky,Adair,0
Kentucky,Allen,0
Kentucky,Anderson,0
Kentucky,Ballard,0
Kentucky,Barren,0
Kentucky,Bath,0
Kentucky,Boone,1
Kentucky,Bourbon,0
Kentucky,Boyd,1
Kentucky,Boyle,1
Kentucky,Bracken,0
Kentucky,Breathitt,0
Kentucky,Breckinridge,0
Kentucky,Bullitt,0
Kentucky,Butler,0
Kentucky,Caldwell,0
Kentucky,Calloway,0
Kentucky,Campbell,1
Kentucky,Carroll,0
Kentucky,Carter,0
Kentucky,Casey,0
Kentucky,Christian,1
Kentucky,Clark,0
Kentucky,Clinton,0
Kentucky,Crittenden,0
Kentucky,Cumberland,0
Kentucky,Daviess,0
Kentucky,Edmonson,0
Kentucky,Fayette,0
Kentucky,Fleming,0
Kentucky,Floyd,0
Kentucky,Franklin,1
Kentucky,Gallatin,0
Kentucky,Garrard,0
Kentucky,Grant,1
Kentucky,Graves,1
Kentucky,Grayson,0
Kentucky,Green,0
Kentucky,Greenup,0
Kentucky,Hancock,0
Kentucky,Hardin,0
Kentucky,Harrison,0
Kentucky,Hart,0
Kentucky,Henderson,0
Kentucky,Henry,0
Kentucky,Hopkins,0
Kentucky,Jackson,0
Kentucky,Jefferson,0
Kentucky,Jessamine,0
Kentucky,Johnson,0
Kentucky,Kenton,0
Kentucky,Knott,0
Kentucky,Knox,0
Kentucky,Larue,0
Kentucky,Laurel,0
Kentucky,Lawrence,0
Kentucky,Leslie,0
Kentucky,Letcher,0
Kentucky,Lewis,0
Kentucky,Lincoln,0
Kentucky,Livingston,0
Kentucky,Logan,0
Kentucky,Lyon,0
Kentucky,Madison,0
Kentucky,Marion,1
Kentucky,Marshall,1
Kentucky,Martin,0
Kentucky,Mason,0
Kentucky,McCracken,0
Kentucky,McCreary,0
Kentucky,McLean,0
Kentucky,Meade,0
Kentucky,Menifee,0
Kentucky,Mercer,0
Kentucky,Monroe,0
Kentucky,Montgomery,1
Kentucky,Morgan,0
Kentucky,Muhlenberg,0
Kentucky,Nelson,0
Kentucky,Nicholas,0
Kentucky,Ohio,0
Kentucky,Oldham,0
Kentucky,Owsley,0
Kentucky,Pendleton,0
Kentucky,Perry,0
Kentucky,Pike,0
Kentucky,Powell,0
Kentucky,Pulaski,0
Kentucky,Rockcastle,1
Kentucky,Rowan,0
Kentucky,Russell,1
Kentucky,Scott,1
Kentucky,Shelby,1
Kentucky,Simpson,1
Kentucky,Spencer,0
Kentucky,Taylor,0
Kentucky,Todd,0
Kentucky,Trigg,0
Kentucky,Trimble,0
Kentucky,Union,0
Kentucky,Warren,0
Kentucky,Washington,0
Kentucky,Wayne,0
Kentucky,Webster,0
Kentucky,Whitley,0
Kentucky,Woodford,0
Louisiana,Acadia,1
Louisiana,Allen,1
Louisiana,Ascension,0
Louisiana,Assumption,1
Louisiana,Avoyelles,1
Louisiana,Beauregard,0
Louisiana,Bienville,1
Louisiana,Bossier,1
Louisiana,Caddo,1
Louisiana,Calcasieu,1
Louisiana,Caldwell,0
Louisiana,Cameron,0
Louisiana,Catahoula,1
Louisiana,Claiborne,1
Louisiana,Concordia,0
Louisiana,De Soto,1
Louisiana,East Baton Rouge,0
Louisiana,East Carroll,0
Louisiana,East Feliciana,1
Louisiana,Evangeline,1
Louisiana,Franklin,1
Louisiana,Grant,0
Louisiana,Iberia,1
Louisiana,Iberville,1
Louisiana,Jackson,0
Louisiana,Jefferson,1
Louisiana,Jefferson Davis,1
Louisiana,Lafayette,1
Louisiana,Lafourche,1
Louisiana,LaSalle,0
Louisiana,Lincoln,1
Louisiana,Livingston,1
Louisiana,Madison,0
Louisiana,Morehouse,1
Louisiana,Natchitoches,0
Louisiana,Orleans,1
Louisiana,Ouachita,1
Louisiana,Plaquemines,1
Louisiana,Pointe Coupee,1
Louisiana,Rapides,1
Louisiana,Red River,0
Louisiana,Richland,0
Louisiana,Sabine,1
Louisiana,St. Bernard,1
Louisiana,St. Charles,1
Louisiana,St. Helena,0
Louisiana,St. James,1
Louisiana,St. John the Baptist,1
Louisiana,St. Landry,1
Louisiana,St. Martin,1
Louisiana,St. Mary,1
Louisiana,St. Tammany,1
Louisiana,Tangipahoa,1
Louisiana,Tensas,0
Louisiana,Terrebonne,1
Louisiana,Union,1
Louisiana,Vermilion,1
Louisiana,Vernon,1
Louisiana,Washington,1
Louisiana,Webster,1
Louisiana,West Baton Rouge,0
Louisiana,West Carroll,0
Louisiana,West Feliciana,1
Louisiana,Winn,0
Maine,Androscoggin,0
Maine,Aroostook,0
Maine,Cumberland,0
Maine,Franklin,0
Maine,Hancock,0
Maine,Kennebec,0
Maine,Knox,0
Maine,Lincoln,0
Maine,Oxford,0
Maine,Penobscot,0
Maine,Piscataquis,0
Maine,Sagadahoc,0
Maine,Somerset,0
Maine,Waldo,1
Maine,Washington,0
Maine,York,0
Maryland,Allegany,1
Maryland,Anne Arundel,0
Maryland,Baltimore,0
Maryland,Baltimore city,0
Maryland,Calvert,1
Maryland,Caroline,0
Maryland,Carroll,0
Maryland,Cecil,0
Maryland,Charles,0
Maryland,Dorchester,1
Maryland,Frederick,1
Maryland,Garrett,0
Maryland,Harford,0
Maryland,Howard,0
Maryland,Kent,0
Maryland,Montgomery,0
Maryland,Prince George's,1
Maryland,Queen Anne's,0
Maryland,Somerset,0
Maryland,St. Mary's,0
Maryland,Talbot,1
Maryland,Washington,1
Maryland,Wicomico,0
Maryland,Worcester,1
Massachusetts,Barnstable,1
Massachusetts,Berkshire,0
Massachusetts,Bristol,1
Massachusetts,Dukes,1
Massachusetts,Essex,1
Massachusetts,Franklin,1
Massachusetts,Hampden,1
Massachusetts,Hampshire,1
Massachusetts,Middlesex,0
Massachusetts,Nantucket,1
Massachusetts,Norfolk,0
Massachusetts,Plymouth,1
Massachusetts,Suffolk,1
Massachusetts,Worcester,1
Michigan,Allegan,1
Michigan,Alpena,0
Michigan,Antrim,0
Michigan,Arenac,0
Michigan,Barry,0
Michigan,Bay,1
Michigan,Benzie,0
Michigan,Berrien,0
Michigan,Branch,0
Michigan,Calhoun,1
Michigan,Cass,0
Michigan,Charlevoix,0
Michigan,Cheboygan,1
Michigan,Chippewa,0
Michigan,Clare,0
Michigan,Clinton,1
Michigan,Crawford,0
Michigan,Delta,1
Michigan,Dickinson,0
Michigan,Eaton,1
Michigan,Emmet,0
Michigan,Genesee,1
Michigan,Gladwin,0
Michigan,Gogebic,0
Michigan,Grand Traverse,0
Michigan,Gratiot,1
Michigan,Hillsdale,1
Michigan,Houghton,0
Michigan,Huron,0
Michigan,Ingham,1
Michigan,Ionia,0
Michigan,Iosco,0
Michigan,Isabella,0
Michigan,Jackson,1
Michigan,Kalamazoo,1
Michigan,Kalkaska,0
Michigan,Kent,0
Michigan,Lake,0
Michigan,Lapeer,1
Michigan,Leelanau,0
Michigan,Lenawee,1
Michigan,Livingston,1
Michigan,Luce,0
Michigan,Mackinac,0
Michigan,Macomb,1
Michigan,Manistee,0
Michigan,Marquette,1
Michigan,Mason,0
Michigan,Mecosta,1
Michigan,Menominee,0
Michigan,Midland,0
Michigan,Missaukee,0
Michigan,Monroe,1
Michigan,Montcalm,1
Michigan,Montmorency,0
Michigan,Muskegon,1
Michigan,Newaygo,0
Michigan,Oakland,1
Michigan,Oceana,0
Michigan,Ogemaw,0
Michigan,Ontonagon,0
Michigan,Osceola,0
Michigan,Oscoda,0
Michigan,Otsego,0
Michigan,Ottawa,0
Michigan,Presque Isle,0
Michigan,Roscommon,0
Michigan,Saginaw,1
Michigan,Sanilac,1
Michigan,Schoolcraft,0
Michigan,Shiawassee,1
Michigan,St. Clair,1
Michigan,St. Joseph,1
Michigan,Tuscola,1
Michigan,Van Buren,1
Michigan,Washtenaw,1
Michigan,Wayne,1
Michigan,Wexford,0
Minnesota,Anoka,0
Minnesota,Becker,0
Minnesota,Beltrami,1
Minnesota,Benton,0
Minnesota,Big Stone,0
Minnesota,Blue Earth,0
Minnesota,Brown,1
Minnesota,Carlton,1
Minnesota,Carver,0
Minnesota,Cass,0
Minnesota,Chisago,0
Minnesota,Clay,0
Minnesota,Clearwater,0
Minnesota,Cottonwood,0
Minnesota,Crow Wing,1
Minnesota,Dakota,0
Minnesota,Dodge,0
Minnesota,Douglas,0
Minnesota,Faribault,0
Minnesota,Fillmore,0
Minnesota,Freeborn,1
Minnesota,Goodhue,1
Minnesota,Hennepin,0
Minnesota,Houston,0
Minnesota,Isanti,0
Minnesota,Itasca,0
Minnesota,Jackson,0
Minnesota,Kandiyohi,0
Minnesota,Koochiching,0
Minnesota,Lac qui Parle,0
Minnesota,Le Sueur,0
Minnesota,Lincoln,0
Minnesota,Lyon,0
Minnesota,Mahnomen,0
Minnesota,Martin,0
Minnesota,McLeod,0
Minnesota,Meeker,0
Minnesota,Mille Lacs,0
Minnesota,Mower,0
Minnesota,Murray,0
Minnesota,Nicollet,0
Minnesota,Nobles,0
Minnesota,Norman,0
Minnesota,Olmsted,0
Minnesota,Otter Tail,0
Minnesota,Pine,0
Minnesota,Pipestone,0
Minnesota,Polk,0
Minnesota,Ramsey,0
Minnesota,Red Lake,0
Minnesota,Redwood,0
Minnesota,Renville,0
Minnesota,Rice,0
Minnesota,Rock,0
Minnesota,Roseau,0
Minnesota,Scott,0
Minnesota,Sherburne,0
Minnesota,Sibley,0
Minnesota,St. Louis,0
Minnesota,Stearns,0
Minnesota,Steele,0
Minnesota,Swift,0
Minnesota,Todd,0
Minnesota,Traverse,0
Minnesota,Wabasha,0
Minnesota,Waseca,0
Minnesota,Washington,0
Minnesota,Watonwan,0
Minnesota,Wilkin,0
Minnesota,Winona,0
Minnesota,Wright,0
Minnesota,Yellow Medicine,0
Mississippi,Adams,1
Mississippi,Alcorn,0
Mississippi,Amite,0
Mississippi,Attala,0
Mississippi,Benton,0
Mississippi,Bolivar,0
Mississippi,Calhoun,0
Mississippi,Carroll,0
Mississippi,Chickasaw,0
Mississippi,Choctaw,0
Mississippi,Claiborne,1
Mississippi,Clarke,0
Mississippi,Clay,0
Mississippi,Coahoma,0
Mississippi,Copiah,0
Mississippi,Covington,0
Mississippi,DeSoto,0
Mississippi,Forrest,0
Mississippi,Franklin,0
Mississippi,George,0
Mississippi,Greene,0
Mississippi,Grenada,0
Mississippi,Hancock,0
Mississippi,Harrison,0
Mississippi,Hinds,0
Mississippi,Holmes,0
Mississippi,Humphreys,1
Mississippi,Itawamba,0
Mississippi,Jackson,0
Mississippi,Jasper,1
Mississippi,Jefferson,0
Mississippi,Jefferson Davis,0
Mississippi,Jones,0
Mississippi,Kemper,0
Mississippi,Lafayette,0
Mississippi,Lamar,0
Mississippi,Lauderdale,0
Mississippi,Lawrence,0
Mississippi,Leake,0
Mississippi,Lee,0
Mississippi,Leflore,0
Mississippi,Lincoln,0
